,Title,Year,Worldwide,Domestic
670,Nico and Dani,2001,372850,370562
671,Me Without You,2001,369226,304909
672,The Adventures of Felix,2001,363409,363409
673,Grateful Dawg,2001,360251,360251
674,Lumumba,2001,352296,352296
675,Come Undone,2001,326484,326484
676,The Weight of Water,2001,321279,109130
677,Bride of the Wind,2001,318823,318823
678,Under the Sun,2001,316020,316020
679,Russian Doll,2001,313901,127103
680,101 Reykjavík 2001 Re-release,2001,301882,126404
681,Series 7: The Contenders,2001,300086,195065
682,Wet Hot American Summer,2001,295206,295206
683,The Body,2001,280777,36849
684,Piñero,2001,275171,275171
685,Life and Debt,2001,263107,263107
686,What Time Is It There?,2001,258592,195760
687,Happenstance,2001,251444,251444
688,Time and Tide,2001,243978,10770
689,Audition,2001,242759,131296
690,The Independent,2001,238431,238431
691,Chopper,2001,236185,236185
692,Fast Food Fast Women,2001,228787,17131
693,Funny Girl 2001 Re-release,2001,224263,223306
694,Beautiful Creatures,2001,217679,55835
695,Beijing Bicycle,2001,215854,66131
696,The Vertical Ray of the Sun,2001,201247,110134
697,Diamond Men,2001,191221,191221
698,One Week,2001,190441,190441
699,The Hidden Fortress,2001,183579,183579
700,Burnt Money,2001,183132,183132
701,Fulltime Killer,2001,181662,23124
702,Chop Suey,2001,179914,179914
703,Maybe Baby,2001,165046,20501
704,Punks,2001,160083,160083
705,Jodi No.1,2001,156415,82834
706,The Gleaners & I,2001,155320,155320
707,Go Tigers!,2001,151779,151779
708,Vampire Hunter D: Bloodlust,2001,151086,151086
709,The Day I Became a Woman,2001,149971,149971
710,Ayurveda: Art of Being,2001,146713,32267
711,Company Man,2001,146193,146193
712,Swiri,2001,135892,98452
713,Baran,2001,125900,125900
714,Dancing at the Blue Iguana,2001,122121,67913
715,All the Queen's Men,2001,121258,23662
716,Akira 2001 Re-release,2001,114009,114009
717,Thomas in Love,2001,111523,44256
718,Downtown 81,2001,108058,108058
719,The Girl,2001,104883,104883
720,Lola,2001,103951,103951
721,Fighter,2001,99938,99938
722,Everybody's Famous!,2001,97353,81734
723,Code Unknown,2001,95242,95242
724,Jin-Roh: The Wolf Brigade,2001,94591,94591
725,Haiku Tunnel,2001,92723,92723
726,Bay of Angels,2001,85840,85840
727,ABCD,2001,83372,83372
728,Best Man in Grass Creek,2001,81760,81760
729,'R Xmas,2001,81476,850
730,Songs from the Second Floor,2001,80334,80334
731,"Sobibór, October 14, 1943, 4 p.m.",2001,79728,41040
732,Herman U.S.A.,2001,71509,71509
733,The Pinochet Case,2001,68934,35701
734,The Town Is Quiet,2001,66303,66303
735,Aberdeen,2001,65090,65090
736,Last Resort,2001,65041,37283
737,Kuch Khatti Kuch Meethi,2001,57188,57188
738,Così ridevano,2001,57009,57009
739,A Matter of Taste,2001,51148,10720
740,Eureka,2001,49388,49388
741,The Amati Girls,2001,49136,49136
742,The Circle,2001,43918,43918
743,"February 15, 1839",2001,43595,43595
744,Simon Magus,2001,40861,40861
745,Pavilion of Women,2001,36992,36992
746,Signs & Wonders,2001,33842,33842
747,The Turandot Project,2001,33504,33504
748,Life: A User's Manual,2001,33236,33236
749,Band of Outsiders,2001,28656,28656
750,"South of Heaven, West of Hell",2001,28149,28149
751,King of the Jungle,2001,27841,27841
752,Maze,2001,26041,26041
753,Spriggan,2001,25824,25824
754,Werckmeister Harmonies,2001,25461,25461
755,Shadow Glories,2001,24997,24997
756,ABC Africa,2001,22881,9075
757,The Simian Line,2001,19823,19823
758,The King Is Alive,2001,17929,17929
759,Speedway Junky,2001,17246,17246
760,A Real Young Girl,2001,17245,17245
761,Pandaemonium,2001,17113,5151
762,Eban and Charley,2001,16918,16918
763,Nora,2001,15120,15120
764,Two Ninas,2001,14725,14725
765,Children Underground,2001,12798,12798
766,New York in the 50's,2001,11882,11882
767,My Voyage to Italy,2001,11683,11683
768,The Young Girl and the Monsoon,2001,9186,9186
769,Bounce: Behind the Velvet Rope,2001,8779,8779
770,Everything Put Together,2001,8741,2963
771,Bloody Angels,2001,6509,6509
772,Scottsboro: An American Tragedy,2001,6123,6123
773,Rat,2001,5980,2630
774,Mauvais Sang,2001,5812,5812
775,Lakeboat,2001,5159,5159
776,Lush,2001,2763,2763
777,Ginger Snaps,2001,2554,2554
778,Whatever Happened to Harold Smith?,2001,2543,2543
779,"Love, Honor and Obey",2001,1400,1400
780,The Last Wave 2001 Re-release,2001,957,957
781,Sorority Girls' Revenge,2001,582,582
782,The Lord of the Rings: The Two Towers,2002,936689735,339789881
783,Harry Potter and the Chamber of Secrets,2002,878979634,261988482
784,Spider-Man,2002,821708551,403706375
785,Star Wars: Episode II - Attack of the Clones,2002,645256452,302191252
786,Men in Black II,2002,441818803,190418803
787,Die Another Day,2002,431971116,160942139
788,Signs,2002,408247917,227966634
789,Ice Age,2002,383257136,176387405
790,My Big Fat Greek Wedding,2002,368744044,241438208
791,Minority Report,2002,358372926,132072926
792,Catch Me If You Can,2002,352114312,164615351
793,Chicago,2002,306776732,170687518
794,Austin Powers in Goldmember,2002,296938801,213307889
795,xXx,2002,277448382,142109382
796,Scooby-Doo,2002,275650703,153294164
797,Lilo & Stitch,2002,273144151,145794338
798,The Ring,2002,249348933,129128133
799,8 Mile,2002,242875078,116750901
800,The Bourne Identity,2002,214034224,121661683
801,Red Dragon,2002,209196298,93149898
802,Two Weeks Notice,2002,199043242,93354851
803,Panic Room,2002,196397415,96397334
804,The Sum of All Fears,2002,193921372,118907036
805,Gangs of New York,2002,193772504,77812000
806,Road to Perdition,2002,181001478,104454762
807,Sweet Home Alabama,2002,180622424,127223418
808,The Scorpion King,2002,178799308,91047077
809,Hero,2002,177395557,53710019
810,The Santa Clause 2,2002,172855065,139236327
811,Mr. Deeds,2002,171269535,126293452
812,Stuart Little 2,2002,169956806,64956806
813,Blade II,2002,155010032,82348319
814,Maid in Manhattan,2002,154906693,94011225
815,About a Boy,2002,130549455,41385278
816,Space Station 3D,2002,128359407,93380931
817,The Time Machine,2002,123729176,56832494
818,Spirit: Stallion of the Cimarron,2002,122563539,73280117
819,The Pianist,2002,120072577,32572577
820,Spy Kids 2: Island of Lost Dreams,2002,119723358,85846429
821,Unfaithful,2002,119137784,52775765
822,Snow Dogs,2002,115035090,81172560
823,We Were Soldiers,2002,114660784,78122718
824,Insomnia,2002,113714830,67355513
825,Peter Pan 2: Return to Never Land,2002,109862682,48430258
826,Treasure Planet,2002,109578115,38176783
827,The Hours,2002,108846072,41675994
828,About Schmidt,2002,105834556,65016287
829,The Tuxedo,2002,104391623,50547998
830,Resident Evil,2002,102984862,40119709
831,John Q,2002,102244770,71756802
832,40 Days and 40 Nights,2002,95146283,37950822
833,Changing Lanes,2002,94935764,66818548
834,28 Days Later...,2002,82719885,45064915
835,Reign of Fire,2002,82150183,43061982
836,The Rookie,2002,80693537,75600072
837,Jackass: The Movie,2002,79493831,64255312
838,Collateral Damage,2002,78382433,40077257
839,Showtime,2002,77741732,38082712
840,Windtalkers,2002,77628265,40914068
841,Barbershop,2002,77063924,75782105
842,Bend It Like Beckham,2002,76583333,32543449
843,The Count of Monte Cristo,2002,75395048,54234062
844,Divine Secrets of the Ya-Ya Sisterhood,2002,73839240,69599016
845,E.T. the Extra-Terrestrial 20th Anniversary,2002,69177751,35306015
846,The Sweetest Thing,2002,68696770,24718164
847,Ghost Ship,2002,68349884,30113491
848,Star Trek: Nemesis,2002,67336470,43254409
849,Bad Company,2002,65977295,30160161
850,K-19: The Widowmaker,2002,65716126,35168966
851,High Crimes,2002,63781810,41543917
852,Like Mike,2002,62274780,51432760
853,Crossroads,2002,61141030,37191304
854,The Wild Thornberrys Movie,2002,60694737,40108697
855,Bowling for Columbine,2002,58008423,21576018
856,Drumline,2002,57588485,56399184
857,Murder by Numbers,2002,56714147,31945749
858,Frida,2002,56298474,25885000
859,The Mothman Prophecies,2002,55157539,35746370
860,Analyze That,2002,55003135,32130627
861,The Hot Chick,2002,54639553,35081594
862,Big Fat Liar,2002,52970014,48360547
863,Dragonfly,2002,52323400,30323400
864,One Hour Photo,2002,52223306,31597131
865,Blue Crush,2002,51843679,40390647
866,Enough,2002,51806184,40007742
867,I Spy,2002,51386477,33561137
868,Talk to Her 2002 Re-release,2002,51001550,9285469
869,A Walk to Remember,2002,47494916,41281092
870,Eight Legged Freaks,2002,45867333,17322606
871,Queen of the Damned,2002,45479110,30336800
872,The Transporter,2002,43928932,25296447
873,The Master of Disguise,2002,43411001,40388794
874,Orange County,2002,43325009,41076018
875,8 Women,2002,42426583,3098776
876,Undercover Brother,2002,41604473,39089928
877,Pinocchio,2002,41314585,3675719
878,Clockstoppers,2002,38793283,36989956
879,Van Wilder: Party Liaison,2002,38275483,21305259
880,The Banger Sisters,2002,38068353,30307416
881,Halloween: Resurrection,2002,37664855,30354442
882,Swimfan,2002,34411240,28564995
883,Darkness,2002,33988736,22163442
884,Friday After Next,2002,33526835,33253609
885,The Crocodile Hunter: Collision Course,2002,33082548,28442574
886,Confessions of a Dangerous Mind,2002,33013805,16007718
887,Adaptation.,2002,32801173,22498520
888,Hart's War,2002,32287044,19077641
889,Blood Work,2002,31794718,26235081
890,The New Guy,2002,31167388,29760152
891,City of God,2002,30641770,7564459
892,Solaris,2002,30002758,14973382
893,The Four Feathers,2002,29882645,18306166
894,City by the Sea,2002,29414087,22449000
895,Far from Heaven,2002,29027914,15901849
896,Brown Sugar,2002,28316451,27363891
897,L'auberge espagnole,2002,28193749,1067438
898,Pokémon 4Ever,2002,28023563,1727447
899,The Quiet American,2002,27674124,12988801
900,The Crime of Padre Amaro,2002,26996738,5717044
901,All About the Benjamins,2002,26306533,25916319
902,Rollerball,2002,25852764,18990798
903,Jonah: A VeggieTales Movie,2002,25615231,25581229
904,The Way Home,2002,24952738,445367
905,Punch-Drunk Love,2002,24665649,17844216
906,The Guru,2002,24128852,3095506
907,25th Hour,2002,23928503,13084595
908,Eight Crazy Nights,2002,23833131,23586598
909,Antwone Fisher,2002,23367586,21078145
910,Super Troopers,2002,23182223,18492362
911,White Oleander,2002,21672284,16357770
912,Pokémon Heroes,2002,20867919,746381
913,Serving Sara,2002,20146150,16930185
914,Asterix and Obelix Meet Cleopatra 2002 Re-release,2002,20015611,3115188
915,Ballistic: Ecks vs. Sever,2002,19924033,14307963
916,S1m0ne,2002,19576023,9688676
917,The Lion King 2002 IMAX Release,2002,19486215,15686215
918,Tuck Everlasting,2002,19344615,19161999
919,Half Past Dead,2002,19233280,15567860
920,Martin Lawrence Live: Runteldat,2002,19184820,19184820
921,Feardotcom,2002,18902015,13258249
922,Empire,2002,18591272,17600423
923,The Country Bears,2002,18012097,16990825
924,The Last Kiss,2002,17720347,1048950
925,Frailty,2002,17423030,13110448
926,The Importance of Being Earnest,2002,17290970,8384929
927,Kung Pow: Enter the Fist,2002,16994625,16037962
928,Life or Something Like It,2002,16872671,14448589
929,The Good Girl,2002,16856124,14018296
930,Femme Fatale,2002,16838910,6630252
931,They,2002,16446271,12840842
932,The Powerpuff Girls Movie,2002,16426471,11412414
933,The Magdalene Sisters,2002,16373112,306989
934,The Emperor's Club,2002,16318449,14118751
935,Rabbit-Proof Fence,2002,16217411,6199600
936,Birthday Girl,2002,16171098,5142576
937,To Be and to Have,2002,16063920,777129
938,Hey Arnold! The Movie,2002,15249308,13728902
939,Boat Trip,2002,15020293,8600126
940,Undisputed,2002,14946150,12764657
941,Possession,2002,14815898,10113733
942,Hollywood Ending,2002,14569744,4850753
943,Stealing Harvard,2002,14277032,14036406
944,Dirty Pretty Things,2002,13904766,8112414
945,Juwanna Mann,2002,13802599,13670733
946,Trapped,2002,13414416,7073251
947,Knockaround Guys,2002,12806614,11715637
948,Narc,2002,12633747,10465659
949,Sorority Boys,2002,12517488,10200032
950,Nine Queens,2002,12413888,1222889
951,Abandon,2002,12302219,10727683
952,The Eye,2002,12165016,512049
953,The Rules of Attraction,2002,11819244,6532619
954,The Order,2002,11560806,7660806
955,Adrenaline Rush: The Science of Risk,2002,11011932,10994028
956,Extreme Ops,2002,10959475,4842259
957,Pulse: A Stomp Odyssey,2002,10086514,10086514
958,Kissing Jessica Stein,2002,10013424,7025722
959,Moonlight Mile,2002,10011050,6835856
960,Returner,2002,9978256,73060
961,Mostly Martha,2002,9852022,4160475
962,Mondays in the Sun,2002,9832663,153256
963,The Man Without a Past,2002,9564237,921847
964,Secretary,2002,9304609,4059680
965,Infernal Affairs,2002,8708932,169659
966,Big Trouble,2002,8493890,7267307
967,Star Wars: Episode II - Attack of the Clones 2002 IMAX Release,2002,8485488,8485488
968,Amen.,2002,8419052,274299
969,Death to Smoochy,2002,8382938,8364691
970,Santa vs. the Snowman 3D,2002,8198286,1934053
971,Impostor,2002,8145549,6285176
972,Merci pour le Chocolat,2002,7972251,443238
973,Real Women Have Curves,2002,7777790,5853194
974,Steal,2002,7662206,220944
975,Man on the Train,2002,7585989,2542020
976,Respiro,2002,7309845,1072834
977,Jet Lag,2002,7121171,250000
978,The Adventures of Pluto Nash,2002,7103973,4420080
979,The Truth About Charlie,2002,7093284,5350371
980,Igby Goes Down,2002,6919198,4777465
981,Painted Fire,2002,6906235,64029
982,Last Orders,2002,6873892,2329631
983,Séraphin: un homme et son péché,2002,6749187,6749187
984,Spider-Man/Men in Black II,2002,6632970,6632970
985,Irreversible,2002,6479328,792200
986,Eye See You,2002,6416302,79161
987,Slackers,2002,6413915,5285941
988,Deuces Wild,2002,6282446,6080065
989,Russian Ark,2002,6001714,2326979
990,The Butterfly,2002,5983780,189144
991,Callas Forever,2002,5906353,446955
992,Spider,2002,5808941,1642483
993,Kaante,2002,5753991,1041228
994,People I Know,2002,5484302,126793
995,Devdas,2002,5427830,2745382
996,Dolls,2002,5405725,4067
997,Equilibrium,2002,5359645,1203794
998,He Loves Me... He Loves Me Not,2002,5324097,1011102
999,The Dancer Upstairs,2002,5227348,2377348
1000,Atanarjuat: The Fast Runner,2002,5188289,3789952
1001,Ultimate X: The Movie,2002,4786084,4197492
1002,A Housekeeper,2002,4719781,467288
1003,Lovely & Amazing,2002,4677852,4222923
1004,Men with Brooms,2002,4245870,4245870
1005,Heaven,2002,4243537,784399
1006,Evelyn,2002,4186916,1487645
1007,Welcome to Collinwood,2002,4172703,336620
1008,Metropolis,2002,4035192,722932
1009,Thirteen Conversations About One Thing,2002,3706652,3288164
1010,Crush,2002,3695710,1084935
1011,Nicholas Nickleby,2002,3651462,1587173
1012,The Cat's Meow,2002,3646994,3209481
1013,Sweet Sixteen,2002,3633509,316319
1014,Full Frontal,2002,3438804,2512846
1015,Red Satin,2002,3375341,231879
1016,Sunshine State,2002,3369654,3065921
1017,No News from God,2002,3340382,77858
1018,Tadpole,2002,3200241,2891288
1019,Paid in Full,2002,3090862,3090862
1020,Harrison's Flowers,2002,3033646,1871025
1021,The Lord of the Rings: The Fellowship of the Ring 2003 Extended Edition,2002,2928554,1412056
1022,And Now... Ladies and Gentlemen...,2002,2860785,736872
1023,All or Nothing,2002,2845696,201546
1024,24 Hour Party People,2002,2781211,1184096
1025,Comedian,2002,2751988,2751988
1026,Ararat,2002,2743336,1555959
1027,Auto Focus,2002,2704951,2063196
1028,Below,2002,2622015,605562
1029,Standing in the Shadows of Motown,2002,2344256,1722119
1030,The Experiment 2002 Re-release,2002,2327755,144634
1031,Buffalo Soldiers,2002,2295274,354421
1032,Rivers and Tides: Andy Goldsworthy Working with Time,2002,2200276,2200276
1033,State Property,2002,2106838,2106838
1034,Bollywood/Hollywood,2002,2092228,1454510
1035,Apollo 13 The IMAX Experience,2002,2089051,1766621
1036,The Hard Word,2002,2085562,426880
1037,The Dangerous Lives of Altar Boys,2002,2036599,1815864
1038,What to Do in Case of Fire,2002,2014162,33545
1039,The Man from Elysian Fields,2002,2006391,1435016
1040,Roger Dodger,2002,1934497,1266828
1041,Undertaking Betty,2002,1868949,
1042,The Navigators,2002,1807686,3052
1043,Bloody Sunday,2002,1758689,773228
1044,L'odyssée d'Alice Tremblay,2002,1734925,1734925
1045,Safe Conduct,2002,1713421,25440
1046,Open Hearts,2002,1692272,136170
1047,Divine Intervention,2002,1672044,421343
1048,The Code,2002,1598493,13152
1049,Human Nature,2002,1574660,705308
1050,The Sea Is Watching,2002,1523691,30577
1051,Dogtown and Z-Boys,2002,1523090,1300682
1052,The Kid Stays in the Picture,2002,1521593,1439232
1053,Joshua,2002,1461635,1461635
1054,No Good Deed,2002,1440653,181600
1055,Lost in La Mancha,2002,1407019,732393
1056,Time Changer,2002,1285167,1285167
1057,September 11,2002,1266063,127035
1058,The Singles Ward,2002,1250798,1250798
1059,Intimate Stories,2002,1108009,102897
1060,Tycoon: A New Russian,2002,1086121,123159
1061,The Salton Sea,2002,1073198,764554
1062,Swept Away,2002,1036520,598645
1063,Margaret Cho: Notorious C.H.O.,2002,1033395,1033395
1064,Savage Messiah,2002,1015671,1015671
1065,Lilya 4-Ever,2002,1007747,184023
1066,The Son,2002,997544,70262
1067,Personal Velocity,2002,890502,811299
1068,Pandora's Box,2002,881950,881950
1069,I'm Going Home,2002,853526,140872
1070,Charly,2002,814666,814666
1071,So Close,2002,810243,76584
1072,Morvern Callar,2002,772336,267907
1073,Little Secrets,2002,750582,405792
1074,Garage Days,2002,716888,32500
1075,Shanghai Ghetto,2002,712446,712446
1076,Max,2002,660763,539879
1077,Metropolis 2002 Re-release,2002,650422,650422
1078,Friday Night,2002,609542,156918
1079,Kurosawa & Mifune Festival,2002,561692,561692
1080,Cet amour-là,2002,545905,72844
1081,Dog Days,2002,545059,13031
1082,Once Upon a Time in the Midlands,2002,544512,172564
1083,Saathiya,2002,541367,317564
1084,Intacto 2002 Re-release,2002,535420,307333
1085,The Trials of Henry Kissinger,2002,521266,516726
1086,Manna from Heaven,2002,505675,505675
